date_releve,marque,nb_total,nb_electrique,proportion_electrique
2026-07-08T15:11:44,Alfa Romeo,29,5,0.1724
2026-07-08T15:11:44,Alpine,1,1,1.0
2026-07-08T15:11:44,Audi,59,2,0.0339
2026-07-08T15:11:44,BMW,55,4,0.0727
2026-07-08T15:11:44,BYD,23,5,0.2174
2026-07-08T15:11:44,Citroën,279,39,0.1398
2026-07-08T15:11:44,Cupra,22,1,0.0455
2026-07-08T15:11:44,DS,73,2,0.0274
2026-07-08T15:11:44,Dacia,161,18,0.1118
2026-07-08T15:11:44,Fiat,88,33,0.375
2026-07-08T15:11:44,Ford,94,1,0.0106
2026-07-08T15:11:44,Honda,6,0,0.0
2026-07-08T15:11:44,Hyundai,54,4,0.0741
2026-07-08T15:11:44,Infiniti,1,0,0.0
2026-07-08T15:11:44,Jaecoo,1,0,0.0
2026-07-08T15:11:44,Jaguar,1,1,1.0
2026-07-08T15:11:44,Jeep,58,11,0.1897
2026-07-08T15:11:44,Kia,44,3,0.0682
2026-07-08T15:11:44,Lancia,1,0,0.0
2026-07-08T15:11:44,Lexus,2,0,0.0
2026-07-08T15:11:44,Lynk&Co,5,0,0.0
2026-07-08T15:11:44,MG,74,16,0.2162
2026-07-08T15:11:44,Mazda,11,2,0.1818
2026-07-08T15:11:44,Mercedes,37,0,0.0
2026-07-08T15:11:44,Mini,31,4,0.129
2026-07-08T15:11:44,Mitsubishi,1,0,0.0
2026-07-08T15:11:44,Nissan,51,1,0.0196
2026-07-08T15:11:44,Opel,126,26,0.2063
2026-07-08T15:11:44,Peugeot,714,75,0.105
2026-07-08T15:11:44,Renault,475,97,0.2042
2026-07-08T15:11:44,Seat,26,0,0.0
2026-07-08T15:11:44,Skoda,32,2,0.0625
2026-07-08T15:11:44,Smart,11,9,0.8182
2026-07-08T15:11:44,Suzuki,6,0,0.0
2026-07-08T15:11:44,Tesla,23,23,1.0
2026-07-08T15:11:44,Toyota,82,0,0.0
2026-07-08T15:11:44,Volkswagen,155,6,0.0387
2026-07-08T15:11:44,Volvo,26,4,0.1538
2026-07-08T14:44:12,Alfa Romeo,29,5,0.1724
2026-07-08T14:44:12,Alpine,1,1,1.0
2026-07-08T14:44:12,Audi,60,2,0.0333
2026-07-08T14:44:12,BMW,57,4,0.0702
2026-07-08T14:44:12,BYD,23,5,0.2174
2026-07-08T14:44:12,Citroën,279,39,0.1398
2026-07-08T14:44:12,Cupra,22,1,0.0455
2026-07-08T14:44:12,DS,73,2,0.0274
2026-07-08T14:44:12,Dacia,158,18,0.1139
2026-07-08T14:44:12,Fiat,87,33,0.3793
2026-07-08T14:44:12,Ford,95,1,0.0105
2026-07-08T14:44:12,Honda,6,0,0.0
2026-07-08T14:44:12,Hyundai,54,4,0.0741
2026-07-08T14:44:12,Infiniti,1,0,0.0
2026-07-08T14:44:12,Jaecoo,1,0,0.0
2026-07-08T14:44:12,Jaguar,1,1,1.0
2026-07-08T14:44:12,Jeep,59,11,0.1864
2026-07-08T14:44:12,Kia,44,3,0.0682
2026-07-08T14:44:12,Lancia,1,0,0.0
2026-07-08T14:44:12,Lexus,2,0,0.0
2026-07-08T14:44:12,Lynk&Co,5,0,0.0
2026-07-08T14:44:12,MG,73,16,0.2192
2026-07-08T14:44:12,Mazda,11,2,0.1818
2026-07-08T14:44:12,Mercedes,37,0,0.0
2026-07-08T14:44:12,Mini,32,4,0.125
2026-07-08T14:44:12,Mitsubishi,1,0,0.0
2026-07-08T14:44:12,Nissan,48,1,0.0208
2026-07-08T14:44:12,Opel,123,26,0.2114
2026-07-08T14:44:12,Peugeot,714,75,0.105
2026-07-08T14:44:12,Renault,475,97,0.2042
2026-07-08T14:44:12,Seat,26,0,0.0
2026-07-08T14:44:12,Skoda,33,2,0.0606
2026-07-08T14:44:12,Smart,11,9,0.8182
2026-07-08T14:44:12,Suzuki,6,0,0.0
2026-07-08T14:44:12,Tesla,23,23,1.0
2026-07-08T14:44:12,Toyota,83,0,0.0
2026-07-08T14:44:12,Volkswagen,155,6,0.0387
2026-07-08T14:44:12,Volvo,26,4,0.1538
2026-07-09T09:27:00,Alfa Romeo,27,5,0.1852
2026-07-09T09:27:00,Alpine,1,1,1.0
2026-07-09T09:27:00,Audi,64,2,0.0312
2026-07-09T09:27:00,BMW,58,4,0.069
2026-07-09T09:27:00,BYD,22,6,0.2727
2026-07-09T09:27:00,Citroën,276,40,0.1449
2026-07-09T09:27:00,Cupra,26,1,0.0385
2026-07-09T09:27:00,DS,72,2,0.0278
2026-07-09T09:27:00,Dacia,151,18,0.1192
2026-07-09T09:27:00,Fiat,91,36,0.3956
2026-07-09T09:27:00,Ford,91,1,0.011
2026-07-09T09:27:00,Honda,6,0,0.0
2026-07-09T09:27:00,Hyundai,57,4,0.0702
2026-07-09T09:27:00,Infiniti,1,0,0.0
2026-07-09T09:27:00,Jaecoo,1,0,0.0
2026-07-09T09:27:00,Jaguar,1,1,1.0
2026-07-09T09:27:00,Jeep,60,11,0.1833
2026-07-09T09:27:00,Kia,47,4,0.0851
2026-07-09T09:27:00,Lancia,1,0,0.0
2026-07-09T09:27:00,Lexus,2,0,0.0
2026-07-09T09:27:00,Lynk&Co,5,0,0.0
2026-07-09T09:27:00,MG,78,18,0.2308
2026-07-09T09:27:00,Mazda,12,2,0.1667
2026-07-09T09:27:00,Mercedes,37,0,0.0
2026-07-09T09:27:00,Mini,32,4,0.125
2026-07-09T09:27:00,Mitsubishi,1,0,0.0
2026-07-09T09:27:00,Nissan,51,1,0.0196
2026-07-09T09:27:00,Opel,129,29,0.2248
2026-07-09T09:27:00,Peugeot,714,81,0.1134
2026-07-09T09:27:00,Renault,454,102,0.2247
2026-07-09T09:27:00,Seat,26,0,0.0
2026-07-09T09:27:00,Skoda,31,2,0.0645
2026-07-09T09:27:00,Smart,11,9,0.8182
2026-07-09T09:27:00,Suzuki,7,0,0.0
2026-07-09T09:27:00,Tesla,22,22,1.0
2026-07-09T09:27:00,Toyota,85,0,0.0
2026-07-09T09:27:00,Volkswagen,163,6,0.0368
2026-07-09T09:27:00,Volvo,26,4,0.1538
2026-07-09T09:33:08,Alfa Romeo,27,5,0.1852
2026-07-09T09:33:08,Alpine,1,1,1.0
2026-07-09T09:33:08,Audi,64,2,0.0312
2026-07-09T09:33:08,BMW,58,4,0.069
2026-07-09T09:33:08,BYD,22,6,0.2727
2026-07-09T09:33:08,Citroën,276,40,0.1449
2026-07-09T09:33:08,Cupra,26,1,0.0385
2026-07-09T09:33:08,DS,72,2,0.0278
2026-07-09T09:33:08,Dacia,151,18,0.1192
2026-07-09T09:33:08,Fiat,91,36,0.3956
2026-07-09T09:33:08,Ford,91,1,0.011
2026-07-09T09:33:08,Honda,6,0,0.0
2026-07-09T09:33:08,Hyundai,62,4,0.0645
2026-07-09T09:33:08,Infiniti,1,0,0.0
2026-07-09T09:33:08,Jaecoo,1,0,0.0
2026-07-09T09:33:08,Jaguar,1,1,1.0
2026-07-09T09:33:08,Jeep,60,11,0.1833
2026-07-09T09:33:08,Kia,47,4,0.0851
2026-07-09T09:33:08,Lancia,1,0,0.0
2026-07-09T09:33:08,Lexus,2,0,0.0
2026-07-09T09:33:08,Lynk&Co,5,0,0.0
2026-07-09T09:33:08,MG,78,18,0.2308
2026-07-09T09:33:08,Mazda,12,2,0.1667
2026-07-09T09:33:08,Mercedes,37,0,0.0
2026-07-09T09:33:08,Mini,32,4,0.125
2026-07-09T09:33:08,Mitsubishi,1,0,0.0
2026-07-09T09:33:08,Nissan,51,1,0.0196
2026-07-09T09:33:08,Opel,129,29,0.2248
2026-07-09T09:33:08,Peugeot,717,81,0.113
2026-07-09T09:33:08,Renault,455,102,0.2242
2026-07-09T09:33:08,Seat,26,0,0.0
2026-07-09T09:33:08,Skoda,31,2,0.0645
2026-07-09T09:33:08,Smart,11,9,0.8182
2026-07-09T09:33:08,Suzuki,7,0,0.0
2026-07-09T09:33:08,Tesla,22,22,1.0
2026-07-09T09:33:08,Toyota,85,0,0.0
2026-07-09T09:33:08,Volkswagen,163,6,0.0368
2026-07-09T09:33:08,Volvo,26,4,0.1538
2026-07-10T08:00:31,Alfa Romeo,32,5,0.1562
2026-07-10T08:00:31,Alpine,1,1,1.0
2026-07-10T08:00:31,Audi,68,4,0.0588
2026-07-10T08:00:31,BMW,61,5,0.082
2026-07-10T08:00:31,BYD,18,6,0.3333
2026-07-10T08:00:31,Citroën,286,39,0.1364
2026-07-10T08:00:31,Cupra,25,1,0.04
2026-07-10T08:00:31,DS,71,2,0.0282
2026-07-10T08:00:31,Dacia,153,18,0.1176
2026-07-10T08:00:31,Fiat,91,36,0.3956
2026-07-10T08:00:31,Ford,92,1,0.0109
2026-07-10T08:00:31,Honda,6,0,0.0
2026-07-10T08:00:31,Hyundai,68,4,0.0588
2026-07-10T08:00:31,Infiniti,1,0,0.0
2026-07-10T08:00:31,Jaecoo,4,0,0.0
2026-07-10T08:00:31,Jaguar,1,1,1.0
2026-07-10T08:00:31,Jeep,62,11,0.1774
2026-07-10T08:00:31,Kia,47,4,0.0851
2026-07-10T08:00:31,Lancia,2,1,0.5
2026-07-10T08:00:31,Lexus,2,0,0.0
2026-07-10T08:00:31,Lynk&Co,5,0,0.0
2026-07-10T08:00:31,MG,75,18,0.24
2026-07-10T08:00:31,Mazda,13,3,0.2308
2026-07-10T08:00:31,Mercedes,37,0,0.0
2026-07-10T08:00:31,Mini,31,4,0.129
2026-07-10T08:00:31,Mitsubishi,1,0,0.0
2026-07-10T08:00:31,Nissan,55,1,0.0182
2026-07-10T08:00:31,Opel,136,34,0.25
2026-07-10T08:00:31,Peugeot,739,77,0.1042
2026-07-10T08:00:31,Renault,461,106,0.2299
2026-07-10T08:00:31,Seat,28,0,0.0
2026-07-10T08:00:31,Skoda,28,2,0.0714
2026-07-10T08:00:31,Smart,9,8,0.8889
2026-07-10T08:00:31,Suzuki,7,0,0.0
2026-07-10T08:00:31,Tesla,21,21,1.0
2026-07-10T08:00:31,Toyota,87,0,0.0
2026-07-10T08:00:31,Volkswagen,166,6,0.0361
2026-07-10T08:00:31,Volvo,24,2,0.0833
2026-07-10T09:28:57,Alfa Romeo,31,5,0.1613
2026-07-10T09:28:57,Alpine,1,1,1.0
2026-07-10T09:28:57,Audi,67,4,0.0597
2026-07-10T09:28:57,BMW,62,5,0.0806
2026-07-10T09:28:57,BYD,18,6,0.3333
2026-07-10T09:28:57,Citroën,294,39,0.1327
2026-07-10T09:28:57,Cupra,24,0,0.0
2026-07-10T09:28:57,DS,71,2,0.0282
2026-07-10T09:28:57,Dacia,151,18,0.1192
2026-07-10T09:28:57,Fiat,89,36,0.4045
2026-07-10T09:28:57,Ford,91,1,0.011
2026-07-10T09:28:57,Honda,6,0,0.0
2026-07-10T09:28:57,Hyundai,68,4,0.0588
2026-07-10T09:28:57,Infiniti,1,0,0.0
2026-07-10T09:28:57,Jaecoo,4,0,0.0
2026-07-10T09:28:57,Jaguar,1,1,1.0
2026-07-10T09:28:57,Jeep,60,11,0.1833
2026-07-10T09:28:57,Kia,47,4,0.0851
2026-07-10T09:28:57,Lancia,2,1,0.5
2026-07-10T09:28:57,Lexus,2,0,0.0
2026-07-10T09:28:57,Lynk&Co,4,0,0.0
2026-07-10T09:28:57,MG,75,19,0.2533
2026-07-10T09:28:57,Mazda,13,3,0.2308
2026-07-10T09:28:57,Mercedes,38,0,0.0
2026-07-10T09:28:57,Mini,32,4,0.125
2026-07-10T09:28:57,Mitsubishi,1,0,0.0
2026-07-10T09:28:57,Nissan,56,1,0.0179
2026-07-10T09:28:57,Opel,136,34,0.25
2026-07-10T09:28:57,Peugeot,737,77,0.1045
2026-07-10T09:28:57,Renault,462,104,0.2251
2026-07-10T09:28:57,Seat,29,0,0.0
2026-07-10T09:28:57,Skoda,29,2,0.069
2026-07-10T09:28:57,Smart,8,7,0.875
2026-07-10T09:28:57,Suzuki,8,0,0.0
2026-07-10T09:28:57,Tesla,21,21,1.0
2026-07-10T09:28:57,Toyota,87,0,0.0
2026-07-10T09:28:57,Volkswagen,178,6,0.0337
2026-07-10T09:28:57,Volvo,24,2,0.0833
2026-07-10T09:28:57,XPENG,1,1,1.0
2026-07-11T07:49:50,Alfa Romeo,29,4,0.1379
2026-07-11T07:49:50,Alpine,1,1,1.0
2026-07-11T07:49:50,Audi,69,4,0.058
2026-07-11T07:49:50,BMW,63,5,0.0794
2026-07-11T07:49:50,BYD,18,6,0.3333
2026-07-11T07:49:50,Citroën,284,36,0.1268
2026-07-11T07:49:50,Cupra,26,0,0.0
2026-07-11T07:49:50,DS,73,2,0.0274
2026-07-11T07:49:50,Dacia,174,17,0.0977
2026-07-11T07:49:50,Fiat,85,36,0.4235
2026-07-11T07:49:50,Ford,93,1,0.0108
2026-07-11T07:49:50,Honda,6,0,0.0
2026-07-11T07:49:50,Hyundai,66,4,0.0606
2026-07-11T07:49:50,Infiniti,1,0,0.0
2026-07-11T07:49:50,Jaecoo,4,0,0.0
2026-07-11T07:49:50,Jaguar,1,1,1.0
2026-07-11T07:49:50,Jeep,58,11,0.1897
2026-07-11T07:49:50,Kia,50,4,0.08
2026-07-11T07:49:50,Lancia,2,1,0.5
2026-07-11T07:49:50,Lexus,2,0,0.0
2026-07-11T07:49:50,Lynk&Co,3,0,0.0
2026-07-11T07:49:50,MG,75,19,0.2533
2026-07-11T07:49:50,Mazda,13,3,0.2308
2026-07-11T07:49:50,Mercedes,40,0,0.0
2026-07-11T07:49:50,Mini,31,4,0.129
2026-07-11T07:49:50,Mitsubishi,1,0,0.0
2026-07-11T07:49:50,Nissan,58,1,0.0172
2026-07-11T07:49:50,Opel,131,31,0.2366
2026-07-11T07:49:50,Peugeot,721,80,0.111
2026-07-11T07:49:50,Renault,476,99,0.208
2026-07-11T07:49:50,Seat,33,0,0.0
2026-07-11T07:49:50,Skoda,30,2,0.0667
2026-07-11T07:49:50,Smart,7,6,0.8571
2026-07-11T07:49:50,Suzuki,9,0,0.0
2026-07-11T07:49:50,Tesla,23,23,1.0
2026-07-11T07:49:50,Toyota,94,0,0.0
2026-07-11T07:49:50,Volkswagen,179,6,0.0335
2026-07-11T07:49:50,Volvo,23,2,0.087
2026-07-11T07:49:50,XPENG,1,1,1.0
2026-07-12T08:11:08,Alfa Romeo,29,4,0.1379
2026-07-12T08:11:08,Alpine,1,1,1.0
2026-07-12T08:11:08,Audi,66,4,0.0606
2026-07-12T08:11:08,BMW,59,5,0.0847
2026-07-12T08:11:08,BYD,17,6,0.3529
2026-07-12T08:11:08,Citroën,266,34,0.1278
2026-07-12T08:11:08,Cupra,24,0,0.0
2026-07-12T08:11:08,DS,72,1,0.0139
2026-07-12T08:11:08,Dacia,163,16,0.0982
2026-07-12T08:11:08,Fiat,80,35,0.4375
2026-07-12T08:11:08,Ford,88,1,0.0114
2026-07-12T08:11:08,Honda,6,0,0.0
2026-07-12T08:11:08,Hyundai,62,3,0.0484
2026-07-12T08:11:08,Infiniti,1,0,0.0
2026-07-12T08:11:08,Jaecoo,4,0,0.0
2026-07-12T08:11:08,Jaguar,1,1,1.0
2026-07-12T08:11:08,Jeep,52,11,0.2115
2026-07-12T08:11:08,Kia,49,4,0.0816
2026-07-12T08:11:08,Lancia,2,1,0.5
2026-07-12T08:11:08,Lexus,2,0,0.0
2026-07-12T08:11:08,Lynk&Co,2,0,0.0
2026-07-12T08:11:08,MG,72,16,0.2222
2026-07-12T08:11:08,Mazda,12,3,0.25
2026-07-12T08:11:08,Mercedes,37,0,0.0
2026-07-12T08:11:08,Mini,29,3,0.1034
2026-07-12T08:11:08,Mitsubishi,1,0,0.0
2026-07-12T08:11:08,Nissan,55,1,0.0182
2026-07-12T08:11:08,Opel,120,28,0.2333
2026-07-12T08:11:08,Peugeot,674,78,0.1157
2026-07-12T08:11:08,Renault,446,91,0.204
2026-07-12T08:11:08,Seat,31,0,0.0
2026-07-12T08:11:08,Skoda,28,2,0.0714
2026-07-12T08:11:08,Smart,6,6,1.0
2026-07-12T08:11:08,Suzuki,9,0,0.0
2026-07-12T08:11:08,Tesla,21,21,1.0
2026-07-12T08:11:08,Toyota,87,0,0.0
2026-07-12T08:11:08,Volkswagen,171,6,0.0351
2026-07-12T08:11:08,Volvo,22,2,0.0909
2026-07-12T08:11:08,XPENG,1,1,1.0
2026-07-13T09:19:11,Alfa Romeo,28,4,0.1429
2026-07-13T09:19:11,Alpine,1,1,1.0
2026-07-13T09:19:11,Audi,65,4,0.0615
2026-07-13T09:19:11,BMW,59,5,0.0847
2026-07-13T09:19:11,BYD,15,5,0.3333
2026-07-13T09:19:11,Citroën,269,34,0.1264
2026-07-13T09:19:11,Cupra,26,1,0.0385
2026-07-13T09:19:11,DS,74,1,0.0135
2026-07-13T09:19:11,Dacia,163,16,0.0982
2026-07-13T09:19:11,Fiat,81,35,0.4321
2026-07-13T09:19:11,Ford,86,1,0.0116
2026-07-13T09:19:11,Honda,6,0,0.0
2026-07-13T09:19:11,Hyundai,62,2,0.0323
2026-07-13T09:19:11,Infiniti,1,0,0.0
2026-07-13T09:19:11,Jaecoo,4,0,0.0
2026-07-13T09:19:11,Jaguar,1,1,1.0
2026-07-13T09:19:11,Jeep,51,11,0.2157
2026-07-13T09:19:11,Kia,49,4,0.0816
2026-07-13T09:19:11,Lancia,1,0,0.0
2026-07-13T09:19:11,Lexus,2,0,0.0
2026-07-13T09:19:11,Lynk&Co,2,0,0.0
2026-07-13T09:19:11,MG,74,18,0.2432
2026-07-13T09:19:11,Mazda,12,3,0.25
2026-07-13T09:19:11,Mercedes,37,0,0.0
2026-07-13T09:19:11,Mini,30,3,0.1
2026-07-13T09:19:11,Mitsubishi,1,0,0.0
2026-07-13T09:19:11,Nissan,56,1,0.0179
2026-07-13T09:19:11,Opel,119,27,0.2269
2026-07-13T09:19:11,Peugeot,670,79,0.1179
2026-07-13T09:19:11,Renault,450,96,0.2133
2026-07-13T09:19:11,Seat,29,0,0.0
2026-07-13T09:19:11,Skoda,25,1,0.04
2026-07-13T09:19:11,Smart,6,6,1.0
2026-07-13T09:19:11,Suzuki,8,0,0.0
2026-07-13T09:19:11,Tesla,19,19,1.0
2026-07-13T09:19:11,Toyota,86,0,0.0
2026-07-13T09:19:11,Volkswagen,174,6,0.0345
2026-07-13T09:19:11,Volvo,24,2,0.0833
2026-07-13T09:19:11,XPENG,1,1,1.0
2026-07-14T07:56:46,Alfa Romeo,25,4,0.16
2026-07-14T07:56:46,Alpine,1,1,1.0
2026-07-14T07:56:46,Audi,60,4,0.0667
2026-07-14T07:56:46,BMW,57,5,0.0877
2026-07-14T07:56:46,BYD,17,5,0.2941
2026-07-14T07:56:46,Citroën,267,31,0.1161
2026-07-14T07:56:46,Cupra,25,1,0.04
2026-07-14T07:56:46,DS,75,1,0.0133
2026-07-14T07:56:46,Dacia,152,18,0.1184
2026-07-14T07:56:46,Fiat,75,32,0.4267
2026-07-14T07:56:46,Ford,83,1,0.012
2026-07-14T07:56:46,Honda,7,0,0.0
2026-07-14T07:56:46,Hyundai,65,2,0.0308
2026-07-14T07:56:46,Jaecoo,4,0,0.0
2026-07-14T07:56:46,Jaguar,1,1,1.0
2026-07-14T07:56:46,Jeep,48,11,0.2292
2026-07-14T07:56:46,Kia,50,3,0.06
2026-07-14T07:56:46,Lancia,1,0,0.0
2026-07-14T07:56:46,Lexus,2,0,0.0
2026-07-14T07:56:46,Lynk&Co,2,0,0.0
2026-07-14T07:56:46,MG,71,17,0.2394
2026-07-14T07:56:46,Mazda,11,3,0.2727
2026-07-14T07:56:46,Mercedes,38,0,0.0
2026-07-14T07:56:46,Mini,28,3,0.1071
2026-07-14T07:56:46,Mitsubishi,1,0,0.0
2026-07-14T07:56:46,Nissan,55,2,0.0364
2026-07-14T07:56:46,Opel,118,26,0.2203
2026-07-14T07:56:46,Peugeot,664,75,0.113
2026-07-14T07:56:46,Renault,445,98,0.2202
2026-07-14T07:56:46,Seat,27,0,0.0
2026-07-14T07:56:46,Skoda,25,1,0.04
2026-07-14T07:56:46,Smart,6,6,1.0
2026-07-14T07:56:46,Suzuki,8,0,0.0
2026-07-14T07:56:46,Tesla,16,16,1.0
2026-07-14T07:56:46,Toyota,91,0,0.0
2026-07-14T07:56:46,Volkswagen,181,6,0.0331
2026-07-14T07:56:46,Volvo,24,4,0.1667
2026-07-14T07:56:46,XPENG,1,1,1.0
2026-07-15T08:02:03,Alfa Romeo,24,4,0.1667
2026-07-15T08:02:03,Alpine,1,1,1.0
2026-07-15T08:02:03,Audi,65,4,0.0615
2026-07-15T08:02:03,BMW,59,5,0.0847
2026-07-15T08:02:03,BYD,16,5,0.3125
2026-07-15T08:02:03,Citroën,258,30,0.1163
2026-07-15T08:02:03,Cupra,26,1,0.0385
2026-07-15T08:02:03,DS,75,1,0.0133
2026-07-15T08:02:03,Dacia,147,18,0.1224
2026-07-15T08:02:03,Fiat,75,32,0.4267
2026-07-15T08:02:03,Ford,80,1,0.0125
2026-07-15T08:02:03,Honda,5,0,0.0
2026-07-15T08:02:03,Hyundai,65,2,0.0308
2026-07-15T08:02:03,Jaecoo,4,0,0.0
2026-07-15T08:02:03,Jeep,47,11,0.234
2026-07-15T08:02:03,Kia,47,3,0.0638
2026-07-15T08:02:03,Lancia,1,0,0.0
2026-07-15T08:02:03,Lexus,2,0,0.0
2026-07-15T08:02:03,Lynk&Co,2,0,0.0
2026-07-15T08:02:03,MG,67,13,0.194
2026-07-15T08:02:03,Mazda,12,3,0.25
2026-07-15T08:02:03,Mercedes,38,0,0.0
2026-07-15T08:02:03,Mini,27,3,0.1111
2026-07-15T08:02:03,Mitsubishi,1,0,0.0
2026-07-15T08:02:03,Nissan,53,2,0.0377
2026-07-15T08:02:03,Opel,116,27,0.2328
2026-07-15T08:02:03,Peugeot,649,73,0.1125
2026-07-15T08:02:03,Renault,441,96,0.2177
2026-07-15T08:02:03,Seat,28,0,0.0
2026-07-15T08:02:03,Skoda,23,1,0.0435
2026-07-15T08:02:03,Smart,6,6,1.0
2026-07-15T08:02:03,Suzuki,6,0,0.0
2026-07-15T08:02:03,Tesla,15,15,1.0
2026-07-15T08:02:03,Toyota,84,0,0.0
2026-07-15T08:02:03,Volkswagen,179,5,0.0279
2026-07-15T08:02:03,Volvo,27,4,0.1481
2026-07-15T08:02:03,XPENG,1,1,1.0
2026-07-16T08:06:41,Alfa Romeo,24,5,0.2083
2026-07-16T08:06:41,Alpine,1,1,1.0
2026-07-16T08:06:41,Audi,61,4,0.0656
2026-07-16T08:06:41,BMW,55,6,0.1091
2026-07-16T08:06:41,BYD,16,5,0.3125
2026-07-16T08:06:41,Citroën,263,35,0.1331
2026-07-16T08:06:41,Cupra,23,1,0.0435
2026-07-16T08:06:41,DS,72,1,0.0139
2026-07-16T08:06:41,Dacia,160,18,0.1125
2026-07-16T08:06:41,Fiat,76,29,0.3816
2026-07-16T08:06:41,Ford,77,1,0.013
2026-07-16T08:06:41,Honda,5,0,0.0
2026-07-16T08:06:41,Hyundai,57,3,0.0526
2026-07-16T08:06:41,Jaecoo,4,0,0.0
2026-07-16T08:06:41,Jeep,47,10,0.2128
2026-07-16T08:06:41,Kia,48,3,0.0625
2026-07-16T08:06:41,Lancia,1,0,0.0
2026-07-16T08:06:41,Lexus,1,0,0.0
2026-07-16T08:06:41,Lynk&Co,2,0,0.0
2026-07-16T08:06:41,MG,63,13,0.2063
2026-07-16T08:06:41,Mazda,12,3,0.25
2026-07-16T08:06:41,Mercedes,34,0,0.0
2026-07-16T08:06:41,Mini,27,3,0.1111
2026-07-16T08:06:41,Mitsubishi,1,0,0.0
2026-07-16T08:06:41,Nissan,51,2,0.0392
2026-07-16T08:06:41,Opel,113,26,0.2301
2026-07-16T08:06:41,Peugeot,652,78,0.1196
2026-07-16T08:06:41,Renault,454,98,0.2159
2026-07-16T08:06:41,Seat,28,0,0.0
2026-07-16T08:06:41,Skoda,23,1,0.0435
2026-07-16T08:06:41,Smart,6,6,1.0
2026-07-16T08:06:41,Suzuki,5,0,0.0
2026-07-16T08:06:41,Tesla,15,15,1.0
2026-07-16T08:06:41,Toyota,86,0,0.0
2026-07-16T08:06:41,Volkswagen,173,5,0.0289
2026-07-16T08:06:41,Volvo,25,4,0.16
2026-07-16T08:06:41,XPENG,1,1,1.0
2026-07-17T08:03:54,Alfa Romeo,27,6,0.2222
2026-07-17T08:03:54,Alpine,1,1,1.0
2026-07-17T08:03:54,Audi,61,3,0.0492
2026-07-17T08:03:54,BMW,58,6,0.1034
2026-07-17T08:03:54,BYD,15,7,0.4667
2026-07-17T08:03:54,Citroën,268,35,0.1306
2026-07-17T08:03:54,Cupra,29,0,0.0
2026-07-17T08:03:54,DS,75,2,0.0267
2026-07-17T08:03:54,Dacia,154,18,0.1169
2026-07-17T08:03:54,Fiat,76,29,0.3816
2026-07-17T08:03:54,Ford,78,1,0.0128
2026-07-17T08:03:54,Honda,4,0,0.0
2026-07-17T08:03:54,Hyundai,63,4,0.0635
2026-07-17T08:03:54,Jaecoo,4,0,0.0
2026-07-17T08:03:54,Jeep,49,9,0.1837
2026-07-17T08:03:54,Kia,47,3,0.0638
2026-07-17T08:03:54,Lancia,1,0,0.0
2026-07-17T08:03:54,Lexus,1,0,0.0
2026-07-17T08:03:54,Lynk&Co,3,0,0.0
2026-07-17T08:03:54,MG,58,10,0.1724
